time	EngineWithSpeed.RPM	EngineWithSpeed.engineTorque		EngineWithSpeed.n.torque	EngineWithSpeed.n.acceleration	aRC.shiftTime	aRC.clutchConnector.pressure	RC.relativeVelocity	RC.cBreakfreeDisp	RC.displacement	RC.ccBreakfreeDisp					RC.actuatorConnector.pressure	RC.n.torque	RC.n.acceleration	RC.p.torque	RC.p.acceleration	aLRB.shiftTime	aLRB.clutchConnector.pressure	GLRB.p.torque	GLRB.p.acceleration	LRB.relativeVelocity	LRB.cBreakfreeDisp	LRB.displacement	LRB.ccBreakfreeDisp					LRB.actuatorConnector.pressure	LRB.n.torque	LRB.n.acceleration	LRB.p.torque	LRB.p.acceleration	aTCC.shiftTime	aTCC.clutchConnector.pressure	TCC.relativeVelocity	TCC.cBreakfreeDisp	TCC.displacement	TCC.ccBreakfreeDisp					TCC.actuatorConnector.pressure	TCC.n.torque	TCC.n.acceleration	TCC.p.torque	TCC.p.acceleration	Converter.turbineTorque	Converter.turbineSpeed	Converter.impellerTorque	Converter.impellerSpeed			Converter.turbine.torque	Converter.turbine.acceleration	Converter.impeller.torque	Converter.impeller.acceleration	GOB.p.torque	GOB.p.acceleration	aOB.shiftTime	aOB.clutchConnector.pressure	OB.relativeVelocity	OB.cBreakfreeDisp	OB.displacement	OB.ccBreakfreeDisp					OB.actuatorConnector.pressure	OB.n.torque	OB.n.acceleration	OB.p.torque	OB.p.acceleration	aDC.shiftTime	aDC.clutchConnector.pressure	DC.relativeVelocity	DC.cBreakfreeDisp	DC.displacement	DC.ccBreakfreeDisp					DC.actuatorConnector.pressure	DC.n.torque	DC.n.acceleration	DC.p.torque	DC.p.acceleration	aIOC.shiftTime	aIOC.clutchConnector.pressure	IOC.relativeVelocity	IOC.cBreakfreeDisp	IOC.displacement	IOC.ccBreakfreeDisp					IOC.actuatorConnector.pressure	IOC.n.torque	IOC.n.acceleration	IOC.p.torque	IOC.p.acceleration	GPOC.p.torque	GPOC.p.acceleration	aPOC.shiftTime	aPOC.clutchConnector.pressure	POC.relativeVelocity	POC.cBreakfreeDisp	POC.displacement	POC.ccBreakfreeDisp					POC.actuatorConnector.pressure	POC.n.torque	POC.n.acceleration	POC.p.torque	POC.p.acceleration	aFC.shiftTime	aFC.clutchConnector.pressure	FC.relativeVelocity	FC.cBreakfreeDisp	FC.displacement	FC.ccBreakfreeDisp					FC.actuatorConnector.pressure	FC.n.torque	FC.n.acceleration	FC.p.torque	FC.p.acceleration	GIOC.p.torque	GIOC.p.acceleration	myCar.wheelSpeed	myCar.speed	myCar.p.torque	myCar.p.acceleration	GearBox.pinionToPinionForce	GearBox.ringToPinionForce	GearBox.pinionToReverseForce	GearBox.forwardToPinionForce	GearBox.&forwardSun.acceleration	GearBox.&forwardSun.torque	GearBox.&forwardSun.speed	GearBox.&shortPinion.acceleration	GearBox.&shortPinion.torque	GearBox.&shortPinion.speed	GearBox.&longPinion.acceleration	GearBox.&longPinion.torque	GearBox.&longPinion.speed	GearBox.&reverseSun.acceleration	GearBox.&reverseSun.torque	GearBox.&reverseSun.speed	GearBox.&ring.acceleration	GearBox.&ring.torque	GearBox.&ring.speed	GearBox.&carrier.torque	GearBox.&carrier.speed	GearBox.&carrier.acceleration	GearBox.ifSun.torque	GearBox.ifSun.acceleration	GearBox.irSun.torque	GearBox.irSun.acceleration	GearBox.iCoupler.torque	GearBox.iCoupler.acceleration	GearBox.oRing.torque	GearBox.oRing.acceleration	shaft_spring.ddTorque	shaft_spring.dTorque	shaft_spring.p.torque	shaft_spring.p.acceleration	shaft_spring.n.torque	shaft_spring.n.acceleration	shaft_damper.velocity	shaft_damper.n.torque	shaft_damper.n.acceleration	shaft_damper.p.torque	shaft_damper.p.acceleration	
32	2318.52	54.1642	1.63042e-322	-53.6671	1.77538	31.9846	0	6.05983e-005	0.0001	0.0001	0.0001	-6.05983e-005	2.36951e-135	-7.52768e-146	-6.48779e-134	0	-1e-013	2.17295	1e-013	2.17295	31.9846	0	9.99994e-015	0	-231.577	0.0001	-0.00011	0.0001	-231.577	7.29976e-006	3.1805e-020	-6.7703e-020	-3.33214e-036	9.99994e-015	2.17295	-9.99994e-015	0	31.9846	0	11.2157	0.0001	0.0001	0.0001	-11.2157	0	0	0	0	-1e-013	2.17295	1e-013	1.77538	53.4185	231.579	53.4185	242.793	-0.0538146	-11.2135	-53.1599	2.17295	53.6671	1.77538	1e-014	0	31.9846	0	-231.577	0.0001	-9e-005	0.0001	-231.577	7.29971e-006	6.35271e-020	-1.52626e-019	0	1e-014	2.17295	-1e-014	0	22.8876	1000	-8.05301e-006	0.0101	0.000385822	0.0101	8.05301e-006	-8.05301e-006	-0.00971418	-0.0104858	1000	-31.1603	2.17295	31.1603	2.17295	22.9876	9.38725e-323	-231.577	0.0001	-1e-005	0	-231.577	7.29971e-006	1.52918e-019	8.89318e-323	1.97626e-323	1.28457e-322	2.17295	-1.5316e-322	0	-1.08694e-322	0	29.7872	-2.47033e-323	-231.577	0.0001	-1e-005	0	-231.577	7.29976e-006	-3.10926e-019	6.91692e-323	-2.47033e-323	-2.32211e-322	2.17295	6.91692e-323	0	31.7846	1000	-5.58195e-006	0.0101	0.000272272	0.0101	5.58195e-006	-5.58195e-006	-0.00982773	-0.0103723	1000	-21.9997	2.17295	21.9997	2.17295	1.92686e-322	0	684.661	48.8847	51.2347	2.17274	-243.717	244.441	-0.724317	243.717	2.17295	21.9997	231.577	-1.20895e-007	0	3.7066e-006	1.20895e-007	0	-3.7066e-006	2.17295	9e-014	231.577	2.17295	-51.2347	231.577	31.1603	231.577	2.17295	21.9997	2.17295	9e-014	2.17295	31.1603	2.17295	-51.2347	2.17295	0.0343762	-1.00589	51.8634	2.17295	-51.8634	2.17274	0.00628684	-0.628684	2.17295	0.628684	2.17274	
32.1	2320.21	54.0507	1.4822e-322	-53.5561	1.76645	32.0846	0	6.06312e-005	0.0001	0.0001	0.0001	-6.06312e-005	2.37374e-135	-7.54112e-146	-6.49937e-134	0	-1e-013	2.16158	1e-013	2.16158	32.0846	0	9.99994e-015	0	-231.794	0.0001	-0.00011	0.0001	-231.794	7.05968e-006	3.13105e-020	-6.78238e-020	-3.31678e-036	9.99994e-015	2.16158	-9.99994e-015	0	32.0846	0	11.1761	0.0001	0.0001	0.0001	-11.1761	0	0	0	0	-1e-013	2.16158	1e-013	1.76645	53.3088	231.796	53.3088	242.97	-0.0540114	-11.1739	-53.0516	2.16158	53.5561	1.76645	1e-014	0	32.0846	0	-231.794	0.0001	-9e-005	0.0001	-231.794	7.05963e-006	6.36405e-020	-1.52899e-019	0	1e-014	2.16158	-1e-014	0	22.9876	1000	-8.02679e-006	0.0101	0.000385018	0.0101	8.02679e-006	-8.02679e-006	-0.00971498	-0.010485	1000	-31.0963	2.16158	31.0963	2.16158	23.0876	9.88131e-323	-231.794	0.0001	-1e-005	0	-231.794	7.05963e-006	1.5366e-019	8.89318e-323	2.47033e-323	1.28457e-322	2.16158	-1.4822e-322	0	-1.13635e-322	0	29.8872	-2.47033e-323	-231.794	0.0001	-1e-005	0	-231.794	7.05968e-006	-3.11481e-019	6.42285e-323	-9.88131e-324	-2.47033e-322	2.16158	7.90505e-323	0	31.8846	1000	-5.5638e-006	0.0101	0.000271714	0.0101	5.5638e-006	-5.5638e-006	-0.00982829	-0.0103717	1000	-21.9553	2.16158	21.9553	2.16158	1.82804e-322	0	685.302	48.9304	51.1365	2.16136	-243.228	243.948	-0.720525	243.228	2.16158	21.9553	231.794	-1.21519e-007	0	3.69448e-006	1.21519e-007	0	-3.69448e-006	2.16158	9e-014	231.794	2.16158	-51.1365	231.794	31.0963	231.794	2.16158	21.9553	2.16158	9e-014	2.16158	31.0963	2.16158	-51.1365	2.16158	0.0345179	-1.00245	51.763	2.16158	-51.763	2.16136	0.00626531	-0.626531	2.16158	0.626531	2.16136	
32.2	2321.89	53.9377	1.28457e-322	-53.4456	1.75755	32.1846	0	6.06643e-005	0.0001	0.0001	0.0001	-6.06643e-005	2.34946e-135	-7.464e-146	-6.4329e-134	0	-1e-013	2.15024	1e-013	2.15024	32.1846	0	9.99994e-015	0	-232.009	0.0001	-0.00011	0.0001	-232.009	6.7393e-006	3.04638e-020	-6.71302e-020	-3.2693e-036	9.99994e-015	2.15024	-9.99994e-015	0	32.1846	0	11.1367	0.0001	0.0001	0.0001	-11.1367	0	0	0	0	-1e-013	2.15024	1e-013	1.75755	53.1995	232.011	53.1995	243.146	-0.0542068	-11.1345	-52.9437	2.15024	53.4456	1.75755	1e-014	0	32.1846	0	-232.009	0.0001	-9e-005	0.0001	-232.009	6.73924e-006	6.29897e-020	-1.51335e-019	0	1e-014	2.15024	-1e-014	0	23.0876	1000	-8.00043e-006	0.0101	0.000384216	0.0101	8.00043e-006	-8.00043e-006	-0.00971578	-0.0104842	1000	-31.0325	2.15024	31.0325	2.15024	23.1876	1.03754e-322	-232.009	0.0001	-1e-005	0	-232.009	6.73924e-006	1.52536e-019	8.39912e-323	2.47033e-323	1.28457e-322	2.15024	-1.38338e-322	0	-1.18576e-322	0	29.9872	-2.96439e-323	-232.009	0.0001	-1e-005	0	-232.009	6.7393e-006	-3.08296e-019	5.92879e-323	9.88131e-324	-2.61855e-322	2.15024	8.39912e-323	0	31.9846	1000	-5.54556e-006	0.0101	0.000271159	0.0101	5.54556e-006	-5.54556e-006	-0.00982884	-0.0103712	1000	-21.9111	2.15024	21.9111	2.15024	1.72923e-322	0	685.939	48.9759	51.0386	2.15002	-242.74	243.457	-0.716747	242.74	2.15024	21.9111	232.009	-1.22124e-007	0	3.6823e-006	1.22124e-007	0	-3.6823e-006	2.15024	9e-014	232.009	2.15024	-51.0386	232.009	31.0325	232.009	2.15024	21.9111	2.15024	9e-014	2.15024	31.0325	2.15024	-51.0386	2.15024	0.0346546	-0.99899	51.6629	2.15024	-51.6629	2.15002	0.00624368	-0.624368	2.15024	0.624368	2.15002	
32.3	2323.56	53.8251	1.08694e-322	-53.3355	1.74867	32.2846	0	6.06976e-005	0.0001	0.0001	0.0001	-6.06976e-005	2.29937e-135	-7.30485e-146	-6.29574e-134	0	-1e-013	2.13895	1e-013	2.13895	32.2846	0	9.99994e-015	0	-232.224	0.0001	-0.00011	0.0001	-232.224	6.35026e-006	2.93038e-020	-6.56989e-020	-3.19385e-036	9.99994e-015	2.13895	-9.99994e-015	0	32.2846	0	11.0976	0.0001	0.0001	0.0001	-11.0976	0	0	0	0	-1e-013	2.13895	1e-013	1.74867	53.0907	232.226	53.0907	243.321	-0.0544007	-11.0953	-52.8361	2.13895	53.3355	1.74867	1e-014	0	32.2846	0	-232.224	0.0001	-9e-005	0.0001	-232.224	6.3502e-006	6.16466e-020	-1.48108e-019	0	1e-014	2.13895	-1e-014	0	23.1876	1000	-7.97393e-006	0.0101	0.000383418	0.0101	7.97393e-006	-7.97393e-006	-0.00971658	-0.0104834	1000	-30.969	2.13895	30.969	2.13895	23.2876	1.08694e-322	-232.224	0.0001	-1e-005	0	-232.224	6.3502e-006	1.49718e-019	8.39912e-323	2.96439e-323	1.23516e-322	2.13895	-1.28457e-322	0	-1.23516e-322	0	30.0872	-2.96439e-323	-232.224	0.0001	-1e-005	0	-232.224	6.35026e-006	-3.01723e-019	4.94066e-323	2.96439e-323	-2.71736e-322	2.13895	9.38725e-323	0	32.0846	1000	-5.52723e-006	0.0101	0.000270605	0.0101	5.52723e-006	-5.52723e-006	-0.00982939	-0.0103706	1000	-21.8671	2.13895	21.8671	2.13895	1.63042e-322	0	686.573	49.0212	50.941	2.13873	-242.255	242.968	-0.712983	242.255	2.13895	21.8671	232.224	-1.22709e-007	0	3.67006e-006	1.22709e-007	0	-3.67006e-006	2.13895	9e-014	232.224	2.13895	-50.941	232.224	30.969	232.224	2.13895	21.8671	2.13895	9e-014	2.13895	30.969	2.13895	-50.941	2.13895	0.0347865	-0.995516	51.5632	2.13895	-51.5632	2.13873	0.00622198	-0.622198	2.13895	0.622198	2.13873	
32.4	2325.23	53.7129	8.89318e-323	-53.2257	1.73983	32.3846	0	6.07311e-005	0.0001	0.0001	0.0001	-6.07311e-005	2.22613e-135	-7.07218e-146	-6.09521e-134	0	-1e-013	2.1277	1e-013	2.1277	32.3846	0	9.99994e-015	0	-232.437	0.0001	-0.00011	0.0001	-232.437	5.90424e-006	2.78696e-020	-6.36063e-020	-3.09458e-036	9.99994e-015	2.1277	-9.99994e-015	0	32.3846	0	11.0587	0.0001	0.0001	0.0001	-11.0587	0	0	0	0	-1e-013	2.1277	1e-013	1.73983	52.9822	232.439	52.9822	243.496	-0.0545931	-11.0564	-52.729	2.1277	53.2257	1.73983	1e-014	0	32.3846	0	-232.437	0.0001	-9e-005	0.0001	-232.437	5.90418e-006	5.96831e-020	-1.43391e-019	0	1e-014	2.1277	-1e-014	0	23.2876	1000	-7.9473e-006	0.0101	0.000382622	0.0101	7.9473e-006	-7.9473e-006	-0.00971738	-0.0104826	1000	-30.9057	2.1277	30.9057	2.1277	23.3876	1.08694e-322	-232.437	0.0001	-1e-005	0	-232.437	5.90418e-006	1.45375e-019	7.90505e-323	2.47033e-323	1.23516e-322	2.1277	-1.18576e-322	0	-1.28457e-322	0	30.1872	-2.96439e-323	-232.437	0.0001	-1e-005	0	-232.437	5.90424e-006	-2.92112e-019	4.44659e-323	4.44659e-323	-2.81617e-322	2.1277	1.03754e-322	0	32.1846	1000	-5.5088e-006	0.0101	0.000270054	0.0101	5.5088e-006	-5.5088e-006	-0.00982995	-0.0103701	1000	-21.8232	2.1277	21.8232	2.1277	1.4822e-322	0	687.204	49.0662	50.8438	2.12748	-241.771	242.48	-0.709234	241.771	2.1277	21.8232	232.437	-1.23274e-007	0	3.65776e-006	1.23274e-007	0	-3.65776e-006	2.1277	9e-014	232.437	2.1277	-50.8438	232.437	30.9057	232.437	2.1277	21.8232	2.1277	9e-014	2.1277	30.9057	2.1277	-50.8438	2.1277	0.0349135	-0.99203	51.4638	2.1277	-51.4638	2.12748	0.00620019	-0.620019	2.1277	0.620019	2.12748	
32.5	2326.89	53.6011	6.91692e-323	-53.1164	1.73102	32.4846	0	6.07647e-005	0.0001	0.0001	0.0001	-6.07647e-005	2.13243e-135	-6.77451e-146	-5.83866e-134	0	-1e-013	2.1165	1e-013	2.1165	32.4846	0	9.99994e-015	0	-232.649	0.0001	-0.00011	0.0001	-232.649	5.41288e-006	2.62001e-020	-6.0929e-020	-2.97565e-036	9.99994e-015	2.1165	-9.99994e-015	0	32.4846	0	11.02	0.0001	0.0001	0.0001	-11.02	0	0	0	0	-1e-013	2.1165	1e-013	1.73102	52.8741	232.651	52.8741	243.669	-0.0547842	-11.0178	-52.6222	2.1165	53.1164	1.73102	1e-014	0	32.4846	0	-232.649	0.0001	-9e-005	0.0001	-232.649	5.41282e-006	5.7171e-020	-1.37355e-019	0	1e-014	2.1165	-1e-014	0	23.3876	1000	-7.92055e-006	0.0101	0.000381829	0.0101	7.92055e-006	-7.92055e-006	-0.00971817	-0.0104818	1000	-30.8427	2.1165	30.8427	2.1165	23.4876	1.08694e-322	-232.649	0.0001	-1e-005	0	-232.649	5.41282e-006	1.39678e-019	7.41098e-323	2.47033e-323	1.18576e-322	2.1165	-1.08694e-322	0	-1.28457e-322	0	30.2872	-2.96439e-323	-232.649	0.0001	-1e-005	0	-232.649	5.41288e-006	-2.79817e-019	3.95253e-323	6.42285e-323	-2.86558e-322	2.1165	1.13635e-322	0	32.2846	1000	-5.49028e-006	0.0101	0.000269504	0.0101	5.49028e-006	-5.49028e-006	-0.0098305	-0.0103695	1000	-21.7795	2.1165	21.7795	2.1165	1.33398e-322	0	687.831	49.111	50.747	2.11628	-241.289	241.995	-0.705499	241.289	2.1165	21.7795	232.649	-1.2382e-007	0	3.6454e-006	1.2382e-007	0	-3.6454e-006	2.1165	9e-014	232.649	2.1165	-50.747	232.649	30.8427	232.649	2.1165	21.7795	2.1165	9e-014	2.1165	30.8427	2.1165	-50.747	2.1165	0.0350356	-0.98853	51.3648	2.1165	-51.3648	2.11628	0.00617832	-0.617832	2.1165	0.617832	2.11628	
32.6	2328.53	53.4897	4.94066e-323	-53.0075	1.72223	32.5846	0	6.07985e-005	0.0001	0.0001	0.0001	-6.07985e-005	2.02095e-135	-6.42034e-146	-5.53342e-134	0	-1e-013	2.10533	1e-013	2.10533	32.5846	0	9.99995e-015	0	-232.86	0.0001	-0.00011	0.0001	-232.86	4.88784e-006	2.43343e-020	-5.77437e-020	-2.84119e-036	9.99995e-015	2.10533	-9.99995e-015	0	32.5846	0	10.9816	0.0001	0.0001	0.0001	-10.9816	0	0	0	0	-1e-013	2.10533	1e-013	1.72223	52.7664	232.862	52.7664	243.842	-0.0549738	-10.9793	-52.5158	2.10533	53.0075	1.72223	1e-014	0	32.5846	0	-232.86	0.0001	-9e-005	0.0001	-232.86	4.88778e-006	5.41821e-020	-1.30175e-019	0	1e-014	2.10533	-1e-014	0	23.4876	1000	-7.89367e-006	0.0101	0.000381038	0.0101	7.89367e-006	-7.89367e-006	-0.00971896	-0.010481	1000	-30.7799	2.10533	30.7799	2.10533	23.5876	1.08694e-322	-232.86	0.0001	-1e-005	0	-232.86	4.88778e-006	1.32798e-019	7.41098e-323	1.97626e-323	1.13635e-322	2.10533	-9.38725e-323	0	-1.28457e-322	0	30.3872	-2.96439e-323	-232.86	0.0001	-1e-005	0	-232.86	4.88784e-006	-2.65188e-019	3.45846e-323	8.39912e-323	-2.91499e-322	2.10533	1.18576e-322	0	32.3846	1000	-5.47168e-006	0.0101	0.000268956	0.0101	5.47168e-006	-5.47168e-006	-0.00983104	-0.010369	1000	-21.736	2.10533	21.736	2.10533	1.18576e-322	0	688.455	49.1556	50.6505	2.10511	-240.809	241.511	-0.701778	240.809	2.10533	21.736	232.86	-1.24347e-007	0	3.63299e-006	1.24347e-007	0	-3.63299e-006	2.10533	9e-014	232.86	2.10533	-50.6505	232.86	30.7799	232.86	2.10533	21.736	2.10533	9e-014	2.10533	30.7799	2.10533	-50.6505	2.10533	0.0351529	-0.985019	51.2661	2.10533	-51.2661	2.10511	0.00615637	-0.615637	2.10533	0.615637	2.10511	
32.7	2330.18	53.3787	2.96439e-323	-52.899	1.71348	32.6846	0	6.08324e-005	0.0001	0.0001	0.0001	-6.08324e-005	1.89436e-135	-6.01819e-146	-5.18682e-134	0	-1e-013	2.09421	1e-013	2.09421	32.6846	0	9.99995e-015	0	-233.07	0.0001	-0.00011	0.0001	-233.07	4.34078e-006	2.23111e-020	-5.41268e-020	-2.69536e-036	9.99995e-015	2.09421	-9.99995e-015	0	32.6846	0	10.9434	0.0001	0.0001	0.0001	-10.9434	0	0	0	0	-1e-013	2.09421	1e-013	1.71348	52.6591	233.072	52.6591	244.014	-0.055162	-10.9411	-52.4099	2.09421	52.899	1.71348	1e-014	0	32.6846	0	-233.07	0.0001	-9e-005	0.0001	-233.07	4.34073e-006	5.07883e-020	-1.22021e-019	0	1e-014	2.09421	-1e-014	0	23.5876	1000	-7.86668e-006	0.0101	0.00038025	0.0101	7.86668e-006	-7.86668e-006	-0.00971975	-0.0104802	1000	-30.7173	2.09421	30.7173	2.09421	23.6876	1.08694e-322	-233.07	0.0001	-1e-005	0	-233.07	4.34073e-006	1.24904e-019	6.91692e-323	1.4822e-323	1.08694e-322	2.09421	-8.39912e-323	0	-1.28457e-322	0	30.4872	-2.96439e-323	-233.07	0.0001	-1e-005	0	-233.07	4.34078e-006	-2.48578e-019	2.96439e-323	9.88131e-323	-2.91499e-322	2.09421	1.28457e-322	0	32.4846	1000	-5.453e-006	0.0101	0.000268409	0.0101	5.453e-006	-5.453e-006	-0.00983159	-0.0103684	1000	-21.6926	2.09421	21.6926	2.09421	1.03754e-322	0	689.076	49.1999	50.5544	2.09399	-240.331	241.029	-0.698071	240.331	2.09421	21.6926	233.07	-1.24854e-007	0	3.62052e-006	1.24854e-007	0	-3.62052e-006	2.09421	9e-014	233.07	2.09421	-50.5544	233.07	30.7173	233.07	2.09421	21.6926	2.09421	9e-014	2.09421	30.7173	2.09421	-50.5544	2.09421	0.0352655	-0.981496	51.1678	2.09421	-51.1678	2.09399	0.00613435	-0.613435	2.09421	0.613435	2.09399	
32.8	2331.81	53.2682	1.4822e-323	-52.7908	1.70475	32.7846	0	6.08665e-005	0.0001	0.0001	0.0001	-6.08665e-005	1.75536e-135	-5.57658e-146	-4.80622e-134	0	-1e-013	2.08314	1e-013	2.08314	32.7846	0	9.99995e-015	0	-233.279	0.0001	-0.00011	0.0001	-233.279	3.78336e-006	2.01695e-020	-5.0155e-020	-2.54231e-036	9.99995e-015	2.08314	-9.99995e-015	0	32.7846	0	10.9054	0.0001	0.0001	0.0001	-10.9054	0	0	0	0	-1e-013	2.08314	1e-013	1.70475	52.5522	233.281	52.5522	244.185	-0.0553488	-10.9032	-52.3043	2.08314	52.7908	1.70475	1e-014	0	32.7846	0	-233.279	0.0001	-9e-005	0.0001	-233.279	3.78331e-006	4.70615e-020	-1.13067e-019	0	1e-014	2.08314	-1e-014	0	23.6876	1000	-7.83958e-006	0.0101	0.000379465	0.0101	7.83958e-006	-7.83958e-006	-0.00972054	-0.0104795	1000	-30.6549	2.08314	30.6549	2.08314	23.7876	1.03754e-322	-233.279	0.0001	-1e-005	0	-233.279	3.78331e-006	1.16168e-019	6.42285e-323	4.94066e-324	9.88131e-323	2.08314	-6.91692e-323	0	-1.28457e-322	0	30.5872	-2.96439e-323	-233.279	0.0001	-1e-005	0	-233.279	3.78336e-006	-2.30337e-019	2.47033e-323	1.13635e-322	-2.91499e-322	2.08314	1.33398e-322	0	32.5846	1000	-5.43424e-006	0.0101	0.000267865	0.0101	5.43424e-006	-5.43424e-006	-0.00983213	-0.0103679	1000	-21.6494	2.08314	21.6494	2.08314	8.39912e-323	0	689.693	49.244	50.4586	2.08292	-239.854	240.549	-0.694379	239.854	2.08314	21.6494	233.279	-1.25343e-007	0	3.60801e-006	1.25343e-007	0	-3.60801e-006	2.08314	9e-014	233.279	2.08314	-50.4586	233.279	30.6549	233.279	2.08314	21.6494	2.08314	9e-014	2.08314	30.6549	2.08314	-50.4586	2.08314	0.0353733	-0.977961	51.0699	2.08314	-51.0699	2.08292	0.00611226	-0.611226	2.08314	0.611226	2.08292	
32.9	2333.43	53.158	-4.94066e-324	-52.6831	1.69606	32.8846	0	6.09007e-005	0.0001	0.0001	0.0001	-6.09007e-005	1.60661e-135	-5.10402e-146	-4.39894e-134	0	-1e-013	2.0721	1e-013	2.0721	32.8846	0	9.99995e-015	0	-233.487	0.0001	-0.00011	0.0001	-233.487	3.22724e-006	1.79485e-020	-4.59049e-020	-2.38618e-036	9.99995e-015	2.0721	-9.99995e-015	0	32.8846	0	10.8677	0.0001	0.0001	0.0001	-10.8677	0	0	0	0	-1e-013	2.0721	1e-013	1.69606	52.4457	233.489	52.4457	244.355	-0.0555342	-10.8655	-52.1991	2.0721	52.6831	1.69606	1e-014	0	32.8846	0	-233.487	0.0001	-9e-005	0.0001	-233.487	3.22719e-006	4.30735e-020	-1.03486e-019	0	1e-014	2.0721	-1e-014	0	23.7876	1000	-7.81236e-006	0.0101	0.000378682	0.0101	7.81236e-006	-7.81236e-006	-0.00972132	-0.0104787	1000	-30.5928	2.0721	30.5928	2.0721	23.8876	9.88131e-323	-233.487	0.0001	-1e-005	0	-233.487	3.22719e-006	1.06759e-019	5.92879e-323	0	9.38725e-323	2.0721	-5.43472e-323	0	-1.28457e-322	0	30.6872	-2.96439e-323	-233.487	0.0001	-1e-005	0	-233.487	3.22724e-006	-2.10819e-019	1.97626e-323	1.28457e-322	-2.91499e-322	2.0721	1.38338e-322	0	32.6846	1000	-5.4154e-006	0.0101	0.000267323	0.0101	5.4154e-006	-5.4154e-006	-0.00983268	-0.0103673	1000	-21.6063	2.0721	21.6063	2.0721	6.91692e-323	0	690.308	49.2878	50.3632	2.07188	-239.379	240.07	-0.690701	239.379	2.0721	21.6063	233.487	-1.25813e-007	0	3.59544e-006	1.25813e-007	0	-3.59544e-006	2.0721	9e-014	233.487	2.0721	-50.3632	233.487	30.5928	233.487	2.0721	21.6063	2.0721	9e-014	2.0721	30.5928	2.0721	-50.3632	2.0721	0.0354764	-0.974416	50.9722	2.0721	-50.9722	2.07188	0.0060901	-0.60901	2.0721	0.60901	2.07188	
33	2335.05	53.0483	-1.97626e-323	-52.5758	1.68739	32.9846	0	6.0935e-005	0.0001	0.0001	0.0001	-6.0935e-005	1.4508e-135	-4.60903e-146	-3.97232e-134	0	-1e-013	2.06111	1e-013	2.06111	32.9846	0	9.99996e-015	0	-233.694	0.0001	-0.00011	0.0001	-233.694	2.68406e-006	1.5687e-020	-4.1453e-020	-2.23113e-036	9.99996e-015	2.06111	-9.99996e-015	0	32.9846	0	10.8302	0.0001	0.0001	0.0001	-10.8302	0	0	0	0	-1e-013	2.06111	1e-013	1.68739	52.3396	233.696	52.3396	244.524	-0.0557183	-10.828	-52.0943	2.06111	52.5758	1.68739	1e-014	0	32.9846	0	-233.694	0.0001	-9e-005	0.0001	-233.694	2.68401e-006	3.88962e-020	-9.34496e-020	0	1e-014	2.06111	-1e-014	0	23.8876	1000	-7.78504e-006	0.0101	0.000377902	0.0101	7.78504e-006	-7.78504e-006	-0.0097221	-0.0104779	1000	-30.5309	2.06111	30.5309	2.06111	23.9876	8.89318e-323	-233.694	0.0001	-1e-005	0	-233.694	2.68401e-006	9.68479e-020	5.92879e-323	-9.88131e-324	8.89318e-323	2.06111	-4.44659e-323	0	-1.23516e-322	0	30.7872	-2.96439e-323	-233.694	0.0001	-1e-005	0	-233.694	2.68406e-006	-1.90373e-019	1.97626e-323	1.43279e-322	-2.81617e-322	2.06111	1.43279e-322	0	32.7846	1000	-5.39649e-006	0.0101	0.000266782	0.0101	5.39649e-006	-5.39649e-006	-0.00983322	-0.0103668	1000	-21.5634	2.06111	21.5634	2.06111	4.94066e-323	0	690.918	49.3315	50.2682	2.06089	-238.906	239.593	-0.687038	238.906	2.06111	21.5634	233.694	-1.26264e-007	0	3.58283e-006	1.26264e-007	0	-3.58283e-006	2.06111	9e-014	233.694	2.06111	-50.2682	233.694	30.5309	233.694	2.06111	21.5634	2.06111	9e-014	2.06111	30.5309	2.06111	-50.2682	2.06111	0.0355747	-0.970861	50.875	2.06111	-50.875	2.06089	0.00606788	-0.606788	2.06111	0.606788	2.06089	
